IDENTIFIER,IDENTIFFIER_TYPE,PUBLISHER,TITLE,PRIMARY_CREATORS,UNIVERSITY,SEMESTER,DEPARTMENT,COURSE CODE,NO. OF STUDENTS,PRESCRIBED/RECOMMENDED
978-0-131-75553-6,ISBN,Pearson Education Inc.,Inorganic Chemistry,"C.E. Housecroft, A.G. Sharpe",UCT,1st & 2nd semester,Chemistry,CEM3005W ,50,Prescribed
978-0-131-75553-6,ISBN,Pearson Education Inc.,Inorganic Chemistry,"C.E. Housecroft, A.G. Sharpe",UCT,1st & 2nd semester,Chemistry,CEM4000W,20,Prescribed
978-0-199-27029-3,ISBN,Oxford Univ. Press,Organic Chemistry,"Clayden, Greeves, Warren & Wothers",UCT,2nd semester,Chemistry,CEM2008S,250,Prescribed
978-0-199-27029-3,ISBN,Oxford Univ. Press,Organic Chemistry,"Clayden, Greeves, Warren & Wothers",UCT,1st & 2nd semester,Chemistry,CEM3005W ,50,Prescribed
978-0-199-27029-3,ISBN,Oxford Univ. Press,Organic Chemistry,"Clayden, Greeves, Warren & Wothers",UCT,1st & 2nd semester,Chemistry,CEM4000W,20,Prescribed
978-0-321-81719-8,ISBN,Pearson Education Inc.,Physical Chemistry,Thomas Engel & Philip Reid,UCT,1st semester,Chemistry,CEM2007F,250,Prescribed
978-0-321-81719-8,ISBN,Pearson Education Inc.,Physical Chemistry,Thomas Engel & Philip Reid,UCT,1st & 2nd semester,Chemistry,CEM3005W,50,Prescribed
978-0-321-81719-8,ISBN,Pearson Education Inc.,Physical Chemistry,Thomas Engel & Philip Reid,UCT,1st & 2nd semester,Chemistry,CEM4000W,20,Recommended
 978-0-415-32702-2,ISBN,CRC Press,Craig’s Soil Mechanics (7th),R.F. Craig,UCT,2nd semester,Civil Engineering,CIV2039S,110,Prescribed
 978-0-415-32702-2,ISBN,CRC Press,Craig’s Soil Mechanics (7th),R.F. Craig,UCT,2nd semester,Civil Engineering,CIV3042S,80,Prescribed
978-0-071-27011-3,ISBN,McGraw-Hill,Fluid Mechanics with Engineering Applications (10th),E.John Finnemore & Joseph B Franzini,UCT,2nd semester,Civil Engineering, CIV2040S,110,Prescribed
978-0-071-27011-3,ISBN,McGraw-Hill,Fluid Mechanics with Engineering Applications (10th),E.John Finnemore & Joseph B Franzini,UCT,1st semester,Civil Engineering,CIV3043F,110,Prescribed
978-0-992-21760-0,ISBN,The Concrete Institute,Fundamentals of Concrete,Edited by Gill Owens,UCT,2nd semester,Civil Engineering,CIV3035S,110,Prescribed
978-1-111-57773-5,ISBN,Cengage Learning,Mechanics of Materials,RC Hibbeler,UCT,1st semester,Civil Engineering,CIV2011F,100,Prescribed
978-0-582-21923-6,ISBN,Routledge,Mitchell’s Materials (5th),A Everett,UCT,2nd semester,Civil Engineering,CIV1006S,80,Prescribed
978-0-495-41130-7,ISBN,Cengage Learning,Principles of Geotechnical Engineering (7th),Dr. Braja Das,UCT,2nd semester,Civil Engineering,CIV2039S,110,Prescribed
978-0-495-41130-7,ISBN,Cengage Learning,Principles of Geotechnical Engineering (7th),Dr. Braja Das,UCT,2nd semester,Civil Engineering,CIV3042S,80,Prescribed
978-0-702-17792-7,ISBN,Juta,Professional Communication,"English, Fielding, Howard & van der Merwe",UCT,1st & 2nd semester,Civil Engineering,CIV1004W,120,Prescribed
978-1-133-94389-1,ISBN,Cengage Learning,Structural Analysis,A  Kassimali,UCT,2nd semester,Civil Engineering,CIV2031S,110,Prescribed
978-1-133-94389-1,ISBN,Cengage Learning,Structural Analysis,A  Kassimali,UCT,1st semester,Civil Engineering,CIV3031F,110,Prescribed
978-1-133-94389-1,ISBN,Cengage Learning,Structural Analysis,A  Kassimali,UCT,1st semester,Civil Engineering,CIV3035F,110,Prescribed
978-1-919-85813-5,ISBN,SAICE,Structural Steel Design to SANS 10162:1-2005,Greg Parrot,UCT,1st semester,Civil Engineering,CIV3031F,110,Prescribed
 978-0-750-65865-2 ,ISBN,Butterworth-Heinemann,Traffic Engineering Design: Principles and Practice,"M Slinn, P Matthews & P Guest
",UCT,1st semester,Civil Engineering,CIV3045F,90,Prescribed
978-0-443-06823-2,ISBN,Elsevier,150 ECG Problems (3rd),John Hampton,UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Recommended
978-0-443-06823-2,ISBN,Elsevier,150 ECG Problems (3rd),John Hampton,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Recommended
978-0-323-05532-1,ISBN,Mosby,Anatomy and Physiology,Thibodeau & Patton,UCT,2nd semester,Clinical Laboratory Sciences,LAB 2000S,220,Prescribed
978-0-323-05532-1,ISBN,Mosby,Anatomy and Physiology,Thibodeau & Patton,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 3009H,220,Prescribed
978-1-604-06745-3,ISBN,Thieme Medical Publishers,Atlas of Anatomy,"Gilroy A, MacPherson B, Ross L",UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-1-604-06745-3,ISBN,Thieme Medical Publishers,Atlas of Anatomy,"Gilroy A, MacPherson B, Ross L",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-0-323-07779-8,ISBN,Elsevier,Atlas of Clinical Gross Anatomy,"Moses, Banks, Nava & Petersen",UCT,1st & 2nd semester,Clinical Laboratory Sciences,HUB2017H ,220,Prescribed
978-0-323-07779-8,ISBN,Elsevier,Atlas of Clinical Gross Anatomy,"Moses, Banks, Nava & Petersen",UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-323-07779-8,ISBN,Elsevier,Atlas of Clinical Gross Anatomy,"Moses, Banks, Nava & Petersen",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-1-416-05951-6,ISBN,Saunders,Atlas of Human Anatomy,Frank Netter,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 2000S,220,Prescribed
978-1-416-05951-6,ISBN,Saunders,Atlas of Human Anatomy,Frank Netter,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 3009H,220,Prescribed
978-0-071-60405-5,ISBN,Lange Medical Books/ McGraw-Hill,Basic and Clinical Pharmacology (11th),"Bertram Katzung, Susan Masters and Anthony Trevor",UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-071-60405-5,ISBN,Lange Medical Books/ McGraw-Hill,Basic and Clinical Pharmacology (11th),"Bertram Katzung, Susan Masters and Anthony Trevor",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-1-609-13762-5,ISBN,"Lippincott, Williams & Wilkins (LWW)",Bates' Guide to Physical Examination and History-taking,Lynn Bickley,UCT,2nd semester,Clinical Laboratory Sciences,LAB 2000S,220,Prescribed
978-1-609-13762-5,ISBN,"Lippincott, Williams & Wilkins (LWW)",Bates' Guide to Physical Examination and History-taking,Lynn Bickley,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 3009H,220,Prescribed
978-1-437-71528-6,ISBN,Saunders/Elsevier,Cellular and Molecular Immunology (7th),"Abbas AK, Lichtman AH & Pillai S",UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Recommended
978-1-437-71528-6,ISBN,Saunders/Elsevier,Cellular and Molecular Immunology (7th),"Abbas AK, Lichtman AH & Pillai S",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Recommended
978-0-723-43703-1,ISBN,Elsevier,Clinical Chemistry (7th),"William J. Marshall, Stephen K Bangert, Marta Lapsley",UCT,1st & 2nd semester,Clinical Laboratory Sciences, LAB3009H,220,Recommended
978-0-723-43703-1,ISBN,Elsevier,Clinical Chemistry (7th),"William J. Marshall, Stephen K Bangert, Marta Lapsley",UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Recommended
978-0-729-53905-0,ISBN,Elsevier,Clinical Examination: A Systematic Guide to Physical Diagnosis (6th),Talley & O’Connor,UCT,1st & 2nd semester,Clinical Laboratory Sciences, LAB3009H,220,Prescribed
978-0-729-53905-0,ISBN,Elsevier,Clinical Examination: A Systematic Guide to Physical Diagnosis (6th),Talley & O’Connor,UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-702-04499-1,ISBN,Elsevier,Clinical Medicine (8th),Kumar & Clarke,UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-702-04499-1,ISBN,Elsevier,Clinical Medicine (8th),Kumar & Clarke,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-0-940-78081-1,ISBN,McGraw-Hill,Clinical Microbiology Made Ridiculously Simple (4th),Mark Gladwin & Bill Trattler,UCT,1st & 2nd semester,Clinical Laboratory Sciences,HUB2017H,220,Prescribed
978-0-940-78081-1,ISBN,McGraw-Hill,Clinical Microbiology Made Ridiculously Simple (4th),Mark Gladwin & Bill Trattler,UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-940-78081-1,ISBN,McGraw-Hill,Clinical Microbiology Made Ridiculously Simple (4th),Mark Gladwin & Bill Trattler,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-1-935-66003-3,ISBN,"MedMaster, Incorporated",Clinical Microbiology made ridiculously simple (5th),"Mark Gladwin, Bill Trattler",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-1-935-66003-3,ISBN,"MedMaster, Incorporated",Clinical Microbiology made ridiculously simple (5th),"Mark Gladwin, Bill Trattler",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-0-195-70981-0,ISBN,Oxford University Press,Culture and Mental Health. A southern African view,L Swart,UCT,1st & 2nd semester,Clinical Laboratory Sciences, LAB3009H,220,Prescribed
978-0-195-70981-0,ISBN,Oxford University Press,Culture and Mental Health. A southern African view,L Swart,UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-340-91450-2,ISBN,CRC Press,"Culture, Health and Illness (5th)",Cecil G Helman,UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-340-91450-2,ISBN,CRC Press,"Culture, Health and Illness (5th)",Cecil G Helman,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-0-702-03085-7,ISBN,Elsevier,Davidson's Principles and Practice of Medicine (21st),"Nicholas A. Boon, Sir Stanley Davidson",UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Recommended
978-0-702-03085-7,ISBN,Elsevier,Davidson's Principles and Practice of Medicine (21st),"Nicholas A. Boon, Sir Stanley Davidson",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Recommended
978-1-416-06257-8,ISBN,Saunders/Elsevier,Dorland’s Illustrated Medical Dictionary,Dorland,UCT,2nd semester,Clinical Laboratory Sciences,LAB 2000S,220,Prescribed
978-1-416-06257-8,ISBN,Saunders/Elsevier,Dorland’s Illustrated Medical Dictionary,Dorland,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 3009H,220,Prescribed
978-0-702-03225-7,ISBN,Churchill Livingstone,Embryology: An Illustrated Colour Text,Mitchell and Sharma,UCT,2nd semester,Clinical Laboratory Sciences,LAB 2000S,220,Prescribed
978-0-702-03225-7,ISBN,Churchill Livingstone,Embryology: An Illustrated Colour Text,Mitchell and Sharma,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 3009H,220,Prescribed
978-0-195-76277-8,ISBN,Oxford University Press,Epidemiology: A Research Manual for South Africa (2nd),"R. Ehrlich, G. Joubert",UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-195-76277-8,ISBN,Oxford University Press,Epidemiology: A Research Manual for South Africa (2nd),"R. Ehrlich, G. Joubert",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-1-439-87666-4,ISBN,CRC Press,Essential Forensic Pathology: Core Studies and Exercises,Corrigan G,UCT,1st semester,Clinical Laboratory Sciences,LAB6005F,15,Recommended
978-1-405-19890-5,ISBN,Wiley-Blackwell Publishers,Essential Haematology (6th),Hoffbrand and Petit,UCT,1st & 2nd semester,Clinical Laboratory Sciences, LAB3009H,220,Prescribed
978-1-405-19890-5,ISBN,Wiley-Blackwell Publishers,Essential Haematology (6th),Hoffbrand and Petit,UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-321-70933-2,ISBN,Pearson,Fundamentals of Anatomy and Physiology (8th),Martini and Nash,UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-321-70933-2,ISBN,Pearson,Fundamentals of Anatomy and Physiology (8th),Martini and Nash,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-0-443-06888-1,ISBN,Churchill Publishers,General and Systematic Pathology (5th),Underwood JCE,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-443-06888-1,ISBN,Churchill Publishers,General and Systematic Pathology (5th),Underwood JCE,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-0-443-06952-9,ISBN,Churchill Livingstone,Gray’s Anatomy for Students,"Richard Drake, Wayne Vogl & Adam W. M. Mitchell",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 2000S,220,Prescribed
978-0-443-06952-9,ISBN,Churchill Livingstone,Gray’s Anatomy for Students,"Richard Drake, Wayne Vogl & Adam W. M. Mitchell",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 3009H,220,Prescribed
978-0-195-99817-7,ISBN,Oxford University Press,Handbook of Family Medicine (3rd),Bob Mash,UCT,"Essential Haematology, 6th",Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-195-99817-7,ISBN,Oxford University Press,Handbook of Family Medicine (3rd),Bob Mash,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-0-323-07842-9,ISBN,Elsevier,Histology and Cell Biology: An Introduction to Pathology (3rd),Kierszenbaum A.L. ,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Recommended
978-0-323-07842-9,ISBN,Elsevier,Histology and Cell Biology: An Introduction to Pathology (3rd),Kierszenbaum A.L. ,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Recommended
978-1-118-29862-6,ISBN,John Wiley & Sons,How the Immune System works (4th),Lauren Sompayrac,UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-1-118-29862-6,ISBN,John Wiley & Sons,How the Immune System works (4th),Lauren Sompayrac,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
None,ISBN,Immunopaedia,http://www.immunopaedia.org,,UCT,1st & 2nd semester,Clinical Laboratory Sciences,HUB2017H ,220,Recommended
None,ISBN,Immunopaedia,http://www.immunopaedia.org,,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Recommended
None,ISBN,Immunopaedia,http://www.immunopaedia.org,,UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Recommended
978-0-072-48723-7,ISBN,McGraw-Hill,Human Development (8th),"Papalia, D.E., Olds, S.W. & Feldman, R.D",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-072-48723-7,ISBN,McGraw-Hill,Human Development (8th),"Papalia, D.E., Olds, S.W. & Feldman, R.D",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-0-323-03663-4,ISBN,Elsevier,Human Histology (3rd),Stevens A. & Lowe J. ,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 2000S,220,Prescribed
978-0-323-03663-4,ISBN,Elsevier,Human Histology (3rd),Stevens A. & Lowe J.,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 3009H,220,Prescribed
978-0-323-04331-1,ISBN,Elsevier/Mosby,Immunology for Medical Students (2nd),Nairn R & Matthews H,UCT,"Essential Haematology, 6th ",Clinical Laboratory Sciences,LAB 2000S,220,Recommended
978-0-323-04331-1,ISBN,Elsevier/Mosby,Immunology for Medical Students (2nd),Nairn R & Matthews H,UCT,"Essential Haematology, 6th",Clinical Laboratory Sciences,LAB 3009H,220,
978-0-632-05319-3,ISBN,Blackwell Science Publishers,Infectious Disease (2nd),"Bannister BA, Begg & Gillespie",UCT,1st & 2nd semester,Clinical Laboratory Sciences,HUB2017H ,220,Prescribed
978-0-632-05319-3,ISBN,Blackwell Science Publishers,Infectious Disease (2nd),"Bannister BA, Begg & Gillespie",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-0-632-05319-3,ISBN,Blackwell Science Publishers,Infectious Disease (2nd),"Bannister BA, Begg & Gillespie",UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-815-34243-4,ISBN,Garland Sciences,Janeway's Immunobiology (8th),Murphy K,UCT,"Essential Haematology, 6th",Clinical Laboratory Sciences,LAB2000S,220,Recommended
978-0-815-34243-4,ISBN,Garland Sciences,Janeway's Immunobiology (8th),Murphy K,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Recommended
978-0-340-80978-5,ISBN,Hodder-Arnold,Making Sense of the ECG: A Hands-on Guide,A Houghton & D Gray,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 2000S,220,Recommended
978-0-340-80978-5,ISBN,Hodder-Arnold,Making Sense of the ECG: A Hands-on Guide,A Houghton & D Gray,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 3009H,220,
978-0-729-54075-9,ISBN,Elsevier,Mechanisms of Clinical Signs,Dennis et al,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 2000S,220,Prescribed
978-0-729-54075-9,ISBN,Elsevier,Mechanisms of Clinical Signs,Dennis et al,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 3009H,220,
978-0-323-05371-6,ISBN,Mosby,Medical Biochemistry (3rd),J. Baynes & Marek Dominiczak,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Recommended
978-0-323-05371-6,ISBN,Mosby,Medical Biochemistry (3rd),J. Baynes & Marek Dominiczak,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Recommended
978-0-702-05029-9,ISBN,Elsevier Health Sciences / Mosby,Medical Microbiology (5th),"Richard Georing, Hazel Dockell, Ivan Roitt, Mark Zuckerman, Derek Wakelin",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB2000S,210,Prescribed
978-0-702-05029-9,ISBN,Elsevier Health Sciences / Mosby,Medical Microbiology (5th),"Richard Georing, Hazel Dockell, Ivan Roitt, Mark Zuckerman, Derek Wakelin",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,210,Prescribed
978-0-470-65571-9,ISBN,Blackwell Publishing,Medical Microbiology & Infection at a Glance (3rd),Stephen Gillespie & Kathleen Bamford,UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-470-65571-9,ISBN,Blackwell Publishing,Medical Microbiology & Infection at a Glance (3rd),Stephen Gillespie & Kathleen Bamford,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-1-405-18197-6,ISBN,Wiley and Blackwell,Medical Pharmacology at a Glance (6th),Michael J Neal,UCT,2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-1-405-18197-6,ISBN,Wiley and Blackwell,Medical Pharmacology at a Glance (6th),Michael J Neal,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-1-416-04574-8,ISBN,Saunders,Medical Physiology (12th),Guyton & Hall,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 2000S,220,Recommended
978-1-416-04574-8,ISBN,Saunders,Medical Physiology (12th),Guyton & Hall,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 3009H,220,
978-0-702-02679-9,ISBN,Saunders,Medical Sciences,"Naesh, Revest, Syndercombe Court",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 2000S,220,Prescribed
978-0-702-02679-9,ISBN,Saunders,Medical Sciences,"Naesh, Revest, Syndercombe Court",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB 3009H,220,Prescribed
978-1-455-74697-2,ISBN,Elsevier,Mim's Medical Microbiology (5th),"Richard Goering, Hazel Dockrell, Ivan Roitt, Mark Zuckerman, Derek Wakelin",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-1-455-74697-2,ISBN,Elsevier,Mim's Medical Microbiology (5th),"Richard Goering, Hazel Dockrell, Ivan Roitt, Mark Zuckerman, Derek Wakelin",UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-0-702-03086-4,ISBN,Elsevier,Neuroanatomy: An Illustrated Colour Text (4th),Crossman AR & Neary B,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
978-0-702-03086-4,ISBN,Elsevier,Neuroanatomy: An Illustrated Colour Text (4th),Crossman AR & Neary B,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB3009H,220,Prescribed
978-0-071-60396-6,ISBN,McGraw-Hill,Neuroanatomy: Text and Atlas (4th),John Harry Martin,UCT,1st & 2nd semester,Clinical Laboratory Sciences,LAB2000S,220,Prescribed
